"FLASV","idty","Kingdom","Phylum","Class","Order","Family","Genus"
"FLASV14518.1350",99.6,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Oxalobacteraceae","Massilia"
"FLASV14519.1300",96.1,"Bacteria","Patescibacteria","Saccharimonadia","Saccharimonadales","",""
"FLASV14520.1302",99.6,"Bacteria","Proteobacteria","Alphaproteobacteria","Reyranellales","Reyranellaceae",""
"FLASV14521.1354",98.7,"Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Microscillaceae",""
"FLASV14522.1366",97.7,"Bacteria","Myxococcota","Polyangia","Haliangiales","Haliangiaceae","Haliangium"
"FLASV14523.1316",96.9,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Beijerinckiaceae","alphaI_cluster"
"FLASV14524.1381",99.2,"Bacteria","Entotheonellaeota","Entotheonellia","Entotheonellales","Entotheonellaceae",""
"FLASV14525.1353",97.7,"Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cytophagaceae","Cytophaga"
"FLASV14526.1379",99.9,"Bacteria","Acidobacteriota","Blastocatellia","Pyrinomonadales","Pyrinomonadaceae","RB41"
"FLASV14527.1358",98.7,"Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Aurantisolimonas"
"FLASV14528.1396",85.8,"Bacteria","Patescibacteria","Saccharimonadia","Saccharimonadales","",""
"FLASV14529.1336",98.2,"Bacteria","Chloroflexi","Ktedonobacteria","C0119","",""
"FLASV14530.1358",99.5,"Bacteria","Proteobacteria","Gammaproteobacteria","","","Acidibacter"
"FLASV14531.1379",96.4,"Bacteria","Verrucomicrobiota","Verrucomicrobiae","Opitutales","Opitutaceae",""
"FLASV14532.1361",97,"Bacteria","Proteobacteria","Gammaproteobacteria","","","Ca_Berkiella"
"FLASV14533.1346",96.3,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Flavobacterium"
"FLASV14534.1379",99.3,"Bacteria","Acidobacteriota","Holophagae","Subgroup_7","",""
"FLASV14535.1310",99.8,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae",""
"FLASV14536.1354",99.5,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Oxalobacteraceae","Herbaspirillum"
"FLASV14537.1374",98.6,"Bacteria","Firmicutes","Bacilli","Paenibacillales","Paenibacillaceae","Paenibacillus"
"FLASV14538.1380",98.8,"Bacteria","Acidobacteriota","Blastocatellia","Pyrinomonadales","Pyrinomonadaceae","RB41"
"FLASV14539.1379",97.3,"Bacteria","Latescibacterota","","","",""
"FLASV14540.1371",99.8,"Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus"
"FLASV14541.1331",99.5,"Bacteria","Chloroflexi","Anaerolineae","Anaerolineales","Anaerolineaceae",""
"FLASV14542.1384",98.7,"Bacteria","Latescibacterota","Latescibacteria","Latescibacterales","Latescibacteraceae",""
"FLASV14543.1352",98.4,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Oxalobacteraceae","Aquaspirillum_arcticum_group"
"FLASV14544.1379",97.3,"Bacteria","Latescibacterota","","","",""
"FLASV14545.1377",97.4,"Bacteria","Planctomycetota","OM190","","",""
"FLASV14546.1377",98.9,"Bacteria","Myxococcota","Polyangia","Polyangiales","Polyangiaceae","Pajaroellobacter"
"FLASV14547.1358",99.7,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas"
"FLASV14548.1384",95.6,"Bacteria","Acidobacteriota","Subgroup_25","","",""
"FLASV14549.1350",98.1,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Flavobacterium"
"FLASV14550.1308",99.4,"Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Ellin6055"
"FLASV14551.1308",99.5,"Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas"
"FLASV14552.1340",92.8,"Bacteria","Planctomycetota","Phycisphaerae","Phycisphaerales","Phycisphaeraceae",""
"FLASV14553.1373",99.7,"Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","",""
"FLASV14554.1356",96.1,"Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","env.OPS_17",""
"FLASV14555.1335",99.7,"Bacteria","Cyanobacteria","Cyanobacteriia","Chloroplast","",""
"FLASV14556.1347",96.4,"Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae",""
"FLASV14557.1355",99.3,"Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae",""
"FLASV14558.1371",98.8,"Bacteria","Myxococcota","Polyangia","Haliangiales","Haliangiaceae","Haliangium"
"FLASV14559.1298",93,"Bacteria","Patescibacteria","Parcubacteria","","",""
"FLASV14560.1353",100,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Burkholderiaceae","Cupriavidus"
"FLASV14561.1321",91.9,"Bacteria","Chloroflexi","Anaerolineae","RBG-13-54-9","",""
"FLASV14562.1385",86.8,"Bacteria","Patescibacteria","Parcubacteria","Ca_Nomurabacteria","",""
"FLASV14563.1374",97.9,"Bacteria","Proteobacteria","Gammaproteobacteria","JG36-TzT-191","",""
"FLASV14564.1333",98.2,"Bacteria","Bdellovibrionota","Bdellovibrionia","Bdellovibrionales","Bdellovibrionaceae","Bdellovibrio"
"FLASV14565.1325",98.6,"Bacteria","Bdellovibrionota","Bdellovibrionia","Bdellovibrionales","Bdellovibrionaceae","OM27_clade"
"FLASV14566.1325",98.6,"Bacteria","Chloroflexi","Anaerolineae","RBG-13-54-9","",""
"FLASV14567.1331",91.9,"Bacteria","Patescibacteria","Microgenomatia","Ca_Woykebacteria","",""
"FLASV14568.1324",99.8,"Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales","Peptostreptococcaceae","Romboutsia"
"FLASV14569.1378",94.7,"Bacteria","Elusimicrobiota","Lineage_IIb","","",""
"FLASV14570.1342",98.6,"Bacteria","Acidobacteriota","Blastocatellia","Blastocatellales","Blastocatellaceae","Blastocatella"
"FLASV14571.1357",97.8,"Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Parafilimonas"
"FLASV14572.1314",99.4,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Beijerinckiaceae","alphaI_cluster"
"FLASV14573.1337",98.7,"Bacteria","Actinobacteriota","Actinobacteria","Propionibacteriales","Nocardioidaceae","Aeromicrobium"
"FLASV14574.1359",98.7,"Bacteria","Nitrospirota","Nitrospiria","Nitrospirales","Nitrospiraceae","Nitrospira"
"FLASV14575.1333",91,"Bacteria","Planctomycetota","Phycisphaerae","Tepidisphaerales","WD2101_soil_group",""
"FLASV14576.1322",99,"Bacteria","Chloroflexi","Anaerolineae","Ardenticatenales","",""
"FLASV14577.1377",97.4,"Bacteria","NB1-j","","","",""
"FLASV14578.1346",99.1,"Bacteria","Actinobacteriota","Actinobacteria","Propionibacteriales","Nocardioidaceae","Nocardioides"
"FLASV14579.1365",99.1,"Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Terrimonas"
"FLASV14580.1373",99.2,"Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","",""
"FLASV14581.1365",91.7,"Bacteria","Dependentiae","Babeliae","Babeliales","",""
"FLASV14582.1368",98.8,"Bacteria","Actinobacteriota","Thermoleophilia","Gaiellales","",""
"FLASV14583.1372",97.5,"Bacteria","Myxococcota","Myxococcia","Myxococcales","Myxococcaceae",""
"FLASV14584.1318",97.8,"Bacteria","Chloroflexi","Anaerolineae","SBR1031","",""
"FLASV14585.1342",99.9,"Bacteria","Actinobacteriota","Actinobacteria","Micrococcales","Micrococcaceae","Arthrobacter"
"FLASV14586.1361",93.9,"Bacteria","Armatimonadota","Chthonomonadetes","Chthonomonadales","",""
"FLASV14587.1373",99.3,"Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","",""
"FLASV14588.1341",99.3,"Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Saprospiraceae",""
"FLASV14589.1313",99.2,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae",""
"FLASV14590.1361",99.9,"Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales","Rubritaleaceae","Luteolibacter"
"FLASV14591.1377",99.6,"Bacteria","Verrucomicrobiota","Verrucomicrobiae","Opitutales","Opitutaceae",""
"FLASV14592.1345",98.5,"Bacteria","Gemmatimonadota","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae",""
"FLASV14593.1350",98.4,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Oxalobacteraceae","Massilia"
"FLASV14594.1348",99.7,"Bacteria","Actinobacteriota","Actinobacteria","Micrococcales","Micrococcaceae","Arthrobacter"
"FLASV14595.1352",98.8,"Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","Sphingobacteriaceae","Mucilaginibacter"
"FLASV14596.1351",96.8,"Bacteria","Abditibacteriota","Abditibacteria","Abditibacteriales","Abditibacteriaceae","Abditibacterium"
"FLASV14597.1381",98.5,"Bacteria","Myxococcota","Polyangia","Polyangiales","Polyangiaceae","Pajaroellobacter"
"FLASV14598.1375",95.8,"Bacteria","Bdellovibrionota","Oligoflexia","0319-6G20","",""
"FLASV14599.1356",98,"Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Chitinophaga"
"FLASV14600.1300",99.1,"Bacteria","Patescibacteria","Parcubacteria","","",""
"FLASV14601.1343",99.9,"Bacteria","Actinobacteriota","Actinobacteria","Corynebacteriales","Mycobacteriaceae","Mycobacterium"
"FLASV14602.1344",98.9,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Flavobacterium"
"FLASV14603.1370",98.3,"Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","Vicinamibacteraceae",""
"FLASV14604.1310",99.8,"Bacteria","Proteobacteria","Alphaproteobacteria","Reyranellales","Reyranellaceae","Reyranella"
"FLASV14605.1310",99.2,"Bacteria","Proteobacteria","Alphaproteobacteria","Reyranellales","Reyranellaceae","Reyranella"
"FLASV14606.1352",99.9,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Rhizobacter"
"FLASV14607.1314",99.6,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Bradyrhizobium"
"FLASV14608.1362",98.7,"Bacteria","Firmicutes","Bacilli","Paenibacillales","Paenibacillaceae","Paenibacillus"
"FLASV14609.1315",98.5,"Bacteria","Chloroflexi","Anaerolineae","SBR1031","A4b",""
"FLASV14610.1355",96.8,"Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Microscillaceae",""
"FLASV14611.1379",98.5,"Bacteria","MBNT15","","","",""
"FLASV14612.1360",99.9,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas"
"FLASV14613.1313",99.1,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","",""
"FLASV14614.1359",99.1,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Rhodocyclaceae","Ca_Accumulibacter"
"FLASV14615.1350",99.6,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Oxalobacteraceae","Massilia"
"FLASV14616.1341",99.1,"Bacteria","Actinobacteriota","Actinobacteria","Frankiales","Sporichthyaceae",""
"FLASV14617.1357",99.6,"Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Ferruginibacter"
"FLASV14618.1332",95.9,"Bacteria","Planctomycetota","Phycisphaerae","Tepidisphaerales","WD2101_soil_group",""
"FLASV14619.1372",96.9,"Bacteria","Myxococcota","Myxococcia","Myxococcales","Myxococcaceae",""
"FLASV14620.1367",99.4,"Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae",""
"FLASV14621.1468",84.8,"Bacteria","Patescibacteria","Dojkabacteria","","",""
"FLASV14622.1343",98.1,"Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae","Pirellula"
"FLASV14623.1332",97.7,"Bacteria","Armatimonadota","Armatimonadia","Armatimonadales","",""
"FLASV14624.1376",98.3,"Bacteria","Myxococcota","Polyangia","Polyangiales","Polyangiaceae","Polyangium"
"FLASV14625.1309",99.3,"Bacteria","Proteobacteria","Alphaproteobacteria","","",""
"FLASV14626.1381",97.8,"Bacteria","Elusimicrobiota","Lineage_IIb","","",""
"FLASV14627.1357",97,"Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Edaphobaculum"
"FLASV14628.1377",99.1,"Bacteria","Myxococcota","Polyangia","Polyangiales","Phaselicystidaceae","Phaselicystis"
"FLASV14629.1338",98.4,"Bacteria","SAR324_cladeMarine_group_B","","","",""
"FLASV14630.1347",99.3,"Bacteria","Acidobacteriota","Subgroup_5","","",""
"FLASV14631.1371",99.2,"Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus"
"FLASV14632.1360",99.4,"Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Aurantisolimonas"
"FLASV14633.1310",99.2,"Bacteria","Proteobacteria","Alphaproteobacteria","Reyranellales","Reyranellaceae","Reyranella"
"FLASV14634.1371",99.8,"Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus"
"FLASV14635.1390",96.2,"Bacteria","Verrucomicrobiota","Verrucomicrobiae","Pedosphaerales","Pedosphaeraceae",""
"FLASV14636.1369",99.2,"Bacteria","Proteobacteria","Gammaproteobacteria","KF-JG30-C25","",""
"FLASV14637.1379",98.5,"Bacteria","Acidobacteriota","Subgroup_22","","",""
"FLASV14638.1313",95.7,"Bacteria","Patescibacteria","Saccharimonadia","Saccharimonadales","",""
"FLASV14639.1351",99.6,"Bacteria","Actinobacteriota","Thermoleophilia","Solirubrobacterales","Solirubrobacteraceae",""
"FLASV14640.1375",96.4,"Bacteria","Acidobacteriota","Thermoanaerobaculia","Thermoanaerobaculales","Thermoanaerobaculaceae","Subgroup_10"
"FLASV14641.1343",99.3,"Bacteria","Acidobacteriota","Blastocatellia","11-24","",""
"FLASV14642.1379",98,"Bacteria","Bdellovibrionota","Oligoflexia","0319-6G20","",""
"FLASV14643.1373",98.8,"Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","",""
"FLASV14644.1375",91.9,"Bacteria","Myxococcota","Myxococcia","Myxococcales","Myxococcaceae",""
"FLASV14645.1355",92,"Bacteria","Bdellovibrionota","Oligoflexia","Oligoflexales","Oligoflexaceae",""
"FLASV14646.1355",95.9,"Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","",""
"FLASV14647.1353",99,"Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Microscillaceae",""
"FLASV14648.1379",99.8,"Bacteria","Verrucomicrobiota","Verrucomicrobiae","Opitutales","Opitutaceae","Lacunisphaera"
"FLASV14649.1390",96.5,"Bacteria","Verrucomicrobiota","Verrucomicrobiae","Pedosphaerales","Pedosphaeraceae",""
"FLASV14650.1339",98,"Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae","Pirellula"
"FLASV14651.1377",99.1,"Bacteria","Verrucomicrobiota","Verrucomicrobiae","Opitutales","Opitutaceae","Opitutus"
"FLASV14652.1373",99.6,"Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","",""
"FLASV14653.1375",99.3,"Bacteria","Firmicutes","Bacilli","Paenibacillales","Paenibacillaceae","Paenibacillus"
"FLASV14654.1376",99.6,"Bacteria","Acidobacteriota","Holophagae","Subgroup_7","",""
"FLASV14655.1322",99.6,"Bacteria","Acidobacteriota","Acidobacteriae","Solibacterales","Solibacteraceae","Ca_Solibacter"
"FLASV14656.1353",93.6,"Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","AKYH767",""
"FLASV14657.1308",98.1,"Bacteria","Patescibacteria","Saccharimonadia","Saccharimonadales","",""
"FLASV14658.1322",99.5,"Bacteria","Chloroflexi","KD4-96","","",""
"FLASV14659.1308",100,"Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingopyxis"
"FLASV14660.1344",99.6,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Flavobacterium"
"FLASV14661.1343",99.9,"Bacteria","Actinobacteriota","Acidimicrobiia","Microtrichales","Ilumatobacteraceae",""
"FLASV14662.1357",99.2,"Bacteria","Proteobacteria","Gammaproteobacteria","","","Acidibacter"
"FLASV14663.1352",99.6,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Oxalobacteraceae","Massilia"
"FLASV14664.1380",96.1,"Bacteria","Acidobacteriota","Blastocatellia","11-24","",""
"FLASV14665.1335",96,"Bacteria","Armatimonadota","Fimbriimonadia","Fimbriimonadales","",""
"FLASV14666.1361",99.6,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Nitrosomonadaceae","Ellin6067"
"FLASV14667.1363",98.5,"Bacteria","Planctomycetota","Planctomycetes","Gemmatales","Gemmataceae",""
"FLASV14668.1390",98.1,"Bacteria","Verrucomicrobiota","Verrucomicrobiae","Pedosphaerales","Pedosphaeraceae",""
"FLASV14669.1340",99.4,"Bacteria","Acidobacteriota","Blastocatellia","Blastocatellales","Blastocatellaceae","JGI_0001001-H03"
"FLASV14670.1391",99.6,"Bacteria","Verrucomicrobiota","Verrucomicrobiae","Pedosphaerales","Pedosphaeraceae",""
"FLASV14671.1356",99.2,"Bacteria","Acidobacteriota","Holophagae","Subgroup_7","",""
"FLASV14672.1353",95,"Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","env.OPS_17",""
"FLASV14673.1361",98,"Bacteria","Planctomycetota","Planctomycetes","Gemmatales","Gemmataceae",""
"FLASV14674.1358",99.6,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas"
"FLASV14675.1333",94.9,"Bacteria","Firmicutes","Clostridia","Oscillospirales","Hungateiclostridiaceae","Ruminiclostridium"
"FLASV14676.1331",97.6,"Bacteria","Planctomycetota","Phycisphaerae","Tepidisphaerales","WD2101_soil_group",""
"FLASV14677.1375",97.4,"Bacteria","Desulfobacterota","Desulfuromonadia","Geobacterales","Geobacteraceae",""
"FLASV14678.1370",99.3,"Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","Vicinamibacteraceae",""
"FLASV14679.1375",97.4,"Bacteria","Desulfobacterota","Desulfuromonadia","Geobacterales","Geobacteraceae",""
"FLASV14680.1308",96.1,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","",""
"FLASV14681.1351",99.2,"Bacteria","Gemmatimonadota","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae",""
"FLASV14682.1374",98.9,"Bacteria","Desulfobacterota","Desulfuromonadia","Geobacterales","Geobacteraceae","Citrifermentans"
"FLASV14683.1342",100,"Bacteria","Actinobacteriota","Actinobacteria","Micrococcales","Microbacteriaceae","Microbacterium"
"FLASV14684.1309",86.4,"Bacteria","Chloroflexi","Anaerolineae","SJA-15","",""
"FLASV14685.1352",99.3,"Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","Sphingobacteriaceae","Pedobacter"
"FLASV14686.1345",99,"Bacteria","Actinobacteriota","Acidimicrobiia","Microtrichales","Iamiaceae","Iamia"
"FLASV14687.1377",94.6,"Bacteria","Bdellovibrionota","Oligoflexia","0319-6G20","",""
"FLASV14688.1356",99.5,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Caenimonas"
"FLASV14689.1366",92.9,"Bacteria","Proteobacteria","Gammaproteobacteria","Diplorickettsiales","Diplorickettsiaceae",""
"FLASV14690.1359",98.5,"Bacteria","Myxococcota","Polyangia","Haliangiales","Haliangiaceae","Haliangium"
"FLASV14691.1313",97.6,"Bacteria","Cyanobacteria","Cyanobacteriia","Leptolyngbyales","Leptolyngbyaceae","CENA518"
"FLASV14692.1339",99.2,"Bacteria","Actinobacteriota","Acidimicrobiia","IMCC26256","",""
"FLASV14693.1342",99.1,"Bacteria","Actinobacteriota","Acidimicrobiia","Microtrichales","Microtrichaceae",""
"FLASV14694.1381",96.9,"Bacteria","Verrucomicrobiota","Verrucomicrobiae","Opitutales","Opitutaceae","Lacunisphaera"
"FLASV14695.1357",98.7,"Bacteria","Proteobacteria","Gammaproteobacteria","CCD24","",""
"FLASV14696.1373",93.8,"Bacteria","Latescibacterota","","","",""
"FLASV14697.1334",99.2,"Bacteria","Actinobacteriota","Acidimicrobiia","IMCC26256","",""
"FLASV14698.1344",99.1,"Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae","Pirellula"
"FLASV14699.1359",99.7,"Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Ferruginibacter"
"FLASV14700.1377",99.3,"Bacteria","Myxococcota","Polyangia","Polyangiales","Polyangiaceae","Pajaroellobacter"
"FLASV14701.1339",99.6,"Bacteria","Acidobacteriota","Acidobacteriae","Acidobacteriales","",""
"FLASV14702.1372",99.5,"Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","Vicinamibacteraceae",""
"FLASV14703.1358",99.6,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas"
"FLASV14704.1336",99.2,"Bacteria","Actinobacteriota","Actinobacteria","Micromonosporales","Micromonosporaceae","Catellatospora"
"FLASV14705.1383",98.2,"Bacteria","Methylomirabilota","Methylomirabilia","Rokubacteriales","",""
"FLASV14706.1373",99.2,"Bacteria","Firmicutes","Bacilli","Bacillales","Planococcaceae","Psychrobacillus"
"FLASV14707.1360",97.9,"Bacteria","Planctomycetota","Planctomycetes","Gemmatales","Gemmataceae",""
"FLASV14708.1353",96.7,"Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Microscillaceae",""
"FLASV14709.1327",98.4,"Bacteria","Acidobacteriota","Acidobacteriae","Bryobacterales","Bryobacteraceae","Bryobacter"
"FLASV14710.1304",98.9,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Beijerinckiaceae","Methylobacterium-Methylorubrum"
