FLASV,Kingdom,Phylum,Class,Order,Family,Genus,Species,Tax
FLASV92.1358,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,AsCoM_s_30,"d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Pseudomonadales,f:Pseudomonadaceae,g:Pseudomonas,s:AsCoM_s_30,"
FLASV93.1380,Bacteria,Acidobacteriota,Blastocatellia,Pyrinomonadales,Pyrinomonadaceae,RB41,AsCoM_s_93,"d:Bacteria,p:Acidobacteriota,c:Blastocatellia,o:Pyrinomonadales,f:Pyrinomonadaceae,g:RB41,s:AsCoM_s_93,"
FLASV94.1352,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter,AsCoM_s_94,"d:Bacteria,p:Bacteroidota,c:Bacteroidia,o:Sphingobacteriales,f:Sphingobacteriaceae,g:Pedobacter,s:AsCoM_s_94,"
FLASV95.1372,Bacteria,Firmicutes,Bacilli,Staphylococcales,Staphylococcaceae,Staphylococcus,AsCoM_s_20,"d:Bacteria,p:Firmicutes,c:Bacilli,o:Staphylococcales,f:Staphylococcaceae,g:Staphylococcus,s:AsCoM_s_20,"
FLASV96.1372,Bacteria,Firmicutes,Bacilli,Staphylococcales,Staphylococcaceae,Staphylococcus,AsCoM_s_20,"d:Bacteria,p:Firmicutes,c:Bacilli,o:Staphylococcales,f:Staphylococcaceae,g:Staphylococcus,s:AsCoM_s_20,"
FLASV97.1309,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,AsCoM_g_28,AsCoM_s_28,"d:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Rhizobiales,f:Xanthobacteraceae,g:AsCoM_g_28,s:AsCoM_s_28,"
FLASV98.1308,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingobium,AsCoM_s_98,"d:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Sphingomonadales,f:Sphingomonadaceae,g:Sphingobium,s:AsCoM_s_98,"
FLASV99.1309,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,AsCoM_g_28,AsCoM_s_99,"d:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Rhizobiales,f:Xanthobacteraceae,g:AsCoM_g_28,s:AsCoM_s_99,"
FLASV100.1352,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter,AsCoM_s_15,"d:Bacteria,p:Bacteroidota,c:Bacteroidia,o:Sphingobacteriales,f:Sphingobacteriaceae,g:Pedobacter,s:AsCoM_s_15,"
FLASV101.1360,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,AsCoM_s_101,"d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Pseudomonadales,f:Pseudomonadaceae,g:Pseudomonas,s:AsCoM_s_101,"
FLASV102.1309,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,AsCoM_f_3,AsCoM_g_61,AsCoM_s_61,"d:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Rhizobiales,f:AsCoM_f_3,g:AsCoM_g_61,s:AsCoM_s_61,"
FLASV103.1336,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,Chlamydomonas_reinhardtii,AsCoM_g_57,AsCoM_s_103,"d:Bacteria,p:Cyanobacteria,c:Cyanobacteriia,o:Chloroplast,f:Chlamydomonas_reinhardtii,g:AsCoM_g_57,s:AsCoM_s_103,"
FLASV104.1372,Bacteria,Firmicutes,Bacilli,Staphylococcales,Staphylococcaceae,Staphylococcus,AsCoM_s_20,"d:Bacteria,p:Firmicutes,c:Bacilli,o:Staphylococcales,f:Staphylococcaceae,g:Staphylococcus,s:AsCoM_s_20,"
FLASV105.1306,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium,AsCoM_s_68,"d:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Rhizobiales,f:Rhizobiaceae,g:Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium,s:AsCoM_s_68,"
FLASV106.1310,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Bradyrhizobium,AsCoM_s_87,"d:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Rhizobiales,f:Xanthobacteraceae,g:Bradyrhizobium,s:AsCoM_s_87,"
FLASV107.1340,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Spirosomaceae,Dyadobacter,AsCoM_s_31,"d:Bacteria,p:Bacteroidota,c:Bacteroidia,o:Cytophagales,f:Spirosomaceae,g:Dyadobacter,s:AsCoM_s_31,"
FLASV108.1307,Bacteria,Cyanobacteria,Cyanobacteriia,Leptolyngbyales,Leptolyngbyaceae,Phormidium_SAG_37.90,AsCoM_s_82,"d:Bacteria,p:Cyanobacteria,c:Cyanobacteriia,o:Leptolyngbyales,f:Leptolyngbyaceae,g:Phormidium_SAG_37.90,s:AsCoM_s_82,"
FLASV109.952,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,AsCoM_g_2,AsCoM_s_19,"d:Archaea,p:Crenarchaeota,c:Nitrososphaeria,o:Nitrososphaerales,f:Nitrososphaeraceae,g:AsCoM_g_2,s:AsCoM_s_19,"
FLASV110.1352,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter,AsCoM_s_110,"d:Bacteria,p:Bacteroidota,c:Bacteroidia,o:Sphingobacteriales,f:Sphingobacteriaceae,g:Pedobacter,s:AsCoM_s_110,"
FLASV111.1311,Bacteria,Cyanobacteria,Cyanobacteriia,Leptolyngbyales,Leptolyngbyaceae,AsCoM_g_111,AsCoM_s_111,"d:Bacteria,p:Cyanobacteria,c:Cyanobacteriia,o:Leptolyngbyales,f:Leptolyngbyaceae,g:AsCoM_g_111,s:AsCoM_s_111,"
FLASV112.1377,Bacteria,Myxococcota,bacteriap25,AsCoM_o_71,AsCoM_f_71,AsCoM_g_71,AsCoM_s_112,"d:Bacteria,p:Myxococcota,c:bacteriap25,o:AsCoM_o_71,f:AsCoM_f_71,g:AsCoM_g_71,s:AsCoM_s_112,"
FLASV113.1345,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Brevibacteriaceae,Brevibacterium,AsCoM_s_113,"d:Bacteria,p:Actinobacteriota,c:Actinobacteria,o:Micrococcales,f:Brevibacteriaceae,g:Brevibacterium,s:AsCoM_s_113,"
FLASV114.1350,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Micrococcaceae,Kocuria,Rothia_koreensis,"d:Bacteria,p:Actinobacteriota,c:Actinobacteria,o:Micrococcales,f:Micrococcaceae,g:Kocuria,s:Rothia_koreensis,"
FLASV115.952,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,AsCoM_g_2,AsCoM_s_2,"d:Archaea,p:Crenarchaeota,c:Nitrososphaeria,o:Nitrososphaerales,f:Nitrososphaeraceae,g:AsCoM_g_2,s:AsCoM_s_2,"
FLASV116.1377,Bacteria,Myxococcota,bacteriap25,AsCoM_o_71,AsCoM_f_71,AsCoM_g_71,AsCoM_s_112,"d:Bacteria,p:Myxococcota,c:bacteriap25,o:AsCoM_o_71,f:AsCoM_f_71,g:AsCoM_g_71,s:AsCoM_s_112,"
FLASV117.1361,Bacteria,Nitrospirota,Nitrospiria,Nitrospirales,Nitrospiraceae,Nitrospira,AsCoM_s_36,"d:Bacteria,p:Nitrospirota,c:Nitrospiria,o:Nitrospirales,f:Nitrospiraceae,g:Nitrospira,s:AsCoM_s_36,"
FLASV118.1352,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter,AsCoM_s_110,"d:Bacteria,p:Bacteroidota,c:Bacteroidia,o:Sphingobacteriales,f:Sphingobacteriaceae,g:Pedobacter,s:AsCoM_s_110,"
FLASV119.1345,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Ochrobactrum,Ochrobactrum_pituitosum,"d:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Rhizobiales,f:Rhizobiaceae,g:Ochrobactrum,s:Ochrobactrum_pituitosum,"
FLASV120.1314,Bacteria,Cyanobacteria,Cyanobacteriia,Cyanobacteriales,Coleofasciculaceae,Wilmottia_Ant-Ph58,AsCoM_s_120,"d:Bacteria,p:Cyanobacteria,c:Cyanobacteriia,o:Cyanobacteriales,f:Coleofasciculaceae,g:Wilmottia_Ant-Ph58,s:AsCoM_s_120,"
FLASV121.1351,Bacteria,Acidobacteriota,Blastocatellia,24-Nov,AsCoM_f_121,AsCoM_g_121,AsCoM_s_121,"d:Bacteria,p:Acidobacteriota,c:Blastocatellia,o:11-24,f:AsCoM_f_121,g:AsCoM_g_121,s:AsCoM_s_121,"
FLASV122.1301,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,AsCoM_g_122,AsCoM_s_122,"d:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Rickettsiales,f:Mitochondria,g:AsCoM_g_122,s:AsCoM_s_122,"
FLASV123.1380,Bacteria,Acidobacteriota,Blastocatellia,Pyrinomonadales,Pyrinomonadaceae,RB41,AsCoM_s_123,"d:Bacteria,p:Acidobacteriota,c:Blastocatellia,o:Pyrinomonadales,f:Pyrinomonadaceae,g:RB41,s:AsCoM_s_123,"
FLASV124.1346,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Flavobacterium_ceti,"d:Bacteria,p:Bacteroidota,c:Bacteroidia,o:Flavobacteriales,f:Flavobacteriaceae,g:Flavobacterium,s:Flavobacterium_ceti,"
FLASV125.1361,Bacteria,Nitrospirota,Nitrospiria,Nitrospirales,Nitrospiraceae,Nitrospira,AsCoM_s_64,"d:Bacteria,p:Nitrospirota,c:Nitrospiria,o:Nitrospirales,f:Nitrospiraceae,g:Nitrospira,s:AsCoM_s_64,"
FLASV126.1352,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter,AsCoM_s_23,"d:Bacteria,p:Bacteroidota,c:Bacteroidia,o:Sphingobacteriales,f:Sphingobacteriaceae,g:Pedobacter,s:AsCoM_s_23,"
FLASV127.1379,Bacteria,Acidobacteriota,Blastocatellia,Pyrinomonadales,Pyrinomonadaceae,RB41,AsCoM_s_45,"d:Bacteria,p:Acidobacteriota,c:Blastocatellia,o:Pyrinomonadales,f:Pyrinomonadaceae,g:RB41,s:AsCoM_s_45,"
FLASV128.1339,Bacteria,Acidobacteriota,Subgroup_11,AsCoM_o_128,AsCoM_f_128,AsCoM_g_128,AsCoM_s_128,"d:Bacteria,p:Acidobacteriota,c:Subgroup_11,o:AsCoM_o_128,f:AsCoM_f_128,g:AsCoM_g_128,s:AsCoM_s_128,"
FLASV129.1305,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,AsCoM_g_129,AsCoM_s_129,"d:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Rhizobiales,f:Xanthobacteraceae,g:AsCoM_g_129,s:AsCoM_s_129,"
FLASV130.1380,Bacteria,Acidobacteriota,Blastocatellia,Pyrinomonadales,Pyrinomonadaceae,RB41,AsCoM_s_130,"d:Bacteria,p:Acidobacteriota,c:Blastocatellia,o:Pyrinomonadales,f:Pyrinomonadaceae,g:RB41,s:AsCoM_s_130,"
FLASV131.1348,Bacteria,Bacteroidota,Ignavibacteria,SJA-28,AsCoM_f_131,AsCoM_g_131,AsCoM_s_131,"d:Bacteria,p:Bacteroidota,c:Ignavibacteria,o:SJA-28,f:AsCoM_f_131,g:AsCoM_g_131,s:AsCoM_s_131,"
FLASV132.1309,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,AsCoM_f_3,Nordella,AsCoM_s_132,"d:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Rhizobiales,f:AsCoM_f_3,g:Nordella,s:AsCoM_s_132,"
FLASV133.952,Archaea,Crenarchaeota,Nitrososphaeria,Nitrososphaerales,Nitrososphaeraceae,AsCoM_g_2,AsCoM_s_19,"d:Archaea,p:Crenarchaeota,c:Nitrososphaeria,o:Nitrososphaerales,f:Nitrososphaeraceae,g:AsCoM_g_2,s:AsCoM_s_19,"
FLASV134.1359,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Methylophilaceae,Methylotenera,AsCoM_s_134,"d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Burkholderiales,f:Methylophilaceae,g:Methylotenera,s:AsCoM_s_134,"
FLASV135.1344,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,AsCoM_s_78,"d:Bacteria,p:Bacteroidota,c:Bacteroidia,o:Flavobacteriales,f:Flavobacteriaceae,g:Flavobacterium,s:AsCoM_s_78,"
FLASV136.1331,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,UTCFX1,AsCoM_s_136,"d:Bacteria,p:Chloroflexi,c:Anaerolineae,o:Anaerolineales,f:Anaerolineaceae,g:UTCFX1,s:AsCoM_s_136,"
FLASV137.1373,Bacteria,Firmicutes,Bacilli,Staphylococcales,Staphylococcaceae,Staphylococcus,Staphylococcus_kloosii,"d:Bacteria,p:Firmicutes,c:Bacilli,o:Staphylococcales,f:Staphylococcaceae,g:Staphylococcus,s:Staphylococcus_kloosii,"
FLASV138.1359,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Methylophilaceae,Methylotenera,Methylotenera_versatilis,"d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Burkholderiales,f:Methylophilaceae,g:Methylotenera,s:Methylotenera_versatilis,"
FLASV139.1365,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,AsCoM_g_139,AsCoM_s_139,"d:Bacteria,p:Bacteroidota,c:Bacteroidia,o:Chitinophagales,f:Chitinophagaceae,g:AsCoM_g_139,s:AsCoM_s_139,"
FLASV140.1358,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Rhodoferax,Rhodoferax_ferrireducens,"d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Burkholderiales,f:Comamonadaceae,g:Rhodoferax,s:Rhodoferax_ferrireducens,"
FLASV141.1360,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Arachidicoccus,AsCoM_s_141,"d:Bacteria,p:Bacteroidota,c:Bacteroidia,o:Chitinophagales,f:Chitinophagaceae,g:Arachidicoccus,s:AsCoM_s_141,"
FLASV142.1372,Bacteria,Firmicutes,Bacilli,Staphylococcales,Staphylococcaceae,Staphylococcus,Staphylococcus_kloosii,"d:Bacteria,p:Firmicutes,c:Bacilli,o:Staphylococcales,f:Staphylococcaceae,g:Staphylococcus,s:Staphylococcus_kloosii,"
FLASV143.1358,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,AsCoM_s_30,"d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Pseudomonadales,f:Pseudomonadaceae,g:Pseudomonas,s:AsCoM_s_30,"
FLASV144.1310,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Bradyrhizobium,AsCoM_s_87,"d:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Rhizobiales,f:Xanthobacteraceae,g:Bradyrhizobium,s:AsCoM_s_87,"
FLASV145.1308,Bacteria,Cyanobacteria,Cyanobacteriia,Cyanobacteriales,Nostocaceae,Cylindrospermum_SAG_11.82,AsCoM_s_145,"d:Bacteria,p:Cyanobacteria,c:Cyanobacteriia,o:Cyanobacteriales,f:Nostocaceae,g:Cylindrospermum_SAG_11.82,s:AsCoM_s_145,"
FLASV146.1309,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,AsCoM_f_3,AsCoM_g_61,AsCoM_s_146,"d:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Rhizobiales,f:AsCoM_f_3,g:AsCoM_g_61,s:AsCoM_s_146,"
FLASV147.1309,Bacteria,Cyanobacteria,Cyanobacteriia,Leptolyngbyales,Leptolyngbyaceae,Phormidium_SAG_37.90,AsCoM_s_147,"d:Bacteria,p:Cyanobacteria,c:Cyanobacteriia,o:Leptolyngbyales,f:Leptolyngbyaceae,g:Phormidium_SAG_37.90,s:AsCoM_s_147,"
FLASV148.1309,Bacteria,Cyanobacteria,Cyanobacteriia,Pseudanabaenales,Pseudanabaenaceae,Pseudanabaena_PCC-7429,AsCoM_s_40,"d:Bacteria,p:Cyanobacteria,c:Cyanobacteriia,o:Pseudanabaenales,f:Pseudanabaenaceae,g:Pseudanabaena_PCC-7429,s:AsCoM_s_40,"
FLASV149.1361,Bacteria,Nitrospirota,Nitrospiria,Nitrospirales,Nitrospiraceae,Nitrospira,AsCoM_s_64,"d:Bacteria,p:Nitrospirota,c:Nitrospiria,o:Nitrospirales,f:Nitrospiraceae,g:Nitrospira,s:AsCoM_s_64,"
FLASV150.1304,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Ochrobactrum,AsCoM_s_150,"d:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Rhizobiales,f:Rhizobiaceae,g:Ochrobactrum,s:AsCoM_s_150,"
FLASV151.1331,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,UTCFX1,AsCoM_s_136,"d:Bacteria,p:Chloroflexi,c:Anaerolineae,o:Anaerolineales,f:Anaerolineaceae,g:UTCFX1,s:AsCoM_s_136,"
FLASV152.1346,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,AsCoM_s_152,"d:Bacteria,p:Bacteroidota,c:Bacteroidia,o:Flavobacteriales,f:Flavobacteriaceae,g:Flavobacterium,s:AsCoM_s_152,"
FLASV153.1344,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,AsCoM_s_78,"d:Bacteria,p:Bacteroidota,c:Bacteroidia,o:Flavobacteriales,f:Flavobacteriaceae,g:Flavobacterium,s:AsCoM_s_78,"
FLASV154.1352,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter,AsCoM_s_154,"d:Bacteria,p:Bacteroidota,c:Bacteroidia,o:Sphingobacteriales,f:Sphingobacteriaceae,g:Pedobacter,s:AsCoM_s_154,"
FLASV155.1309,Bacteria,Cyanobacteria,Cyanobacteriia,Cyanobacteriales,Nostocaceae,Tolypothrix,AsCoM_s_155,"d:Bacteria,p:Cyanobacteria,c:Cyanobacteriia,o:Cyanobacteriales,f:Nostocaceae,g:Tolypothrix,s:AsCoM_s_155,"
FLASV156.1352,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter,AsCoM_s_23,"d:Bacteria,p:Bacteroidota,c:Bacteroidia,o:Sphingobacteriales,f:Sphingobacteriaceae,g:Pedobacter,s:AsCoM_s_23,"
FLASV157.1359,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Methylophilaceae,Methylotenera,AsCoM_s_157,"d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Burkholderiales,f:Methylophilaceae,g:Methylotenera,s:AsCoM_s_157,"
FLASV158.1308,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Tardiphaga,Tardiphaga_robiniae,"d:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Rhizobiales,f:Xanthobacteraceae,g:Tardiphaga,s:Tardiphaga_robiniae,"
FLASV159.1344,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,AsCoM_s_78,"d:Bacteria,p:Bacteroidota,c:Bacteroidia,o:Flavobacteriales,f:Flavobacteriaceae,g:Flavobacterium,s:AsCoM_s_78,"
FLASV160.1310,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Bradyrhizobium,AsCoM_s_87,"d:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Rhizobiales,f:Xanthobacteraceae,g:Bradyrhizobium,s:AsCoM_s_87,"
FLASV161.1344,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,AsCoM_s_161,"d:Bacteria,p:Bacteroidota,c:Bacteroidia,o:Flavobacteriales,f:Flavobacteriaceae,g:Flavobacterium,s:AsCoM_s_161,"
FLASV162.1306,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Mesorhizobium,AsCoM_s_81,"d:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Rhizobiales,f:Rhizobiaceae,g:Mesorhizobium,s:AsCoM_s_81,"
FLASV163.1306,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Mesorhizobium,AsCoM_s_81,"d:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Rhizobiales,f:Rhizobiaceae,g:Mesorhizobium,s:AsCoM_s_81,"
FLASV164.1309,Bacteria,Cyanobacteria,Cyanobacteriia,Pseudanabaenales,Pseudanabaenaceae,Pseudanabaena_PCC-7429,AsCoM_s_40,"d:Bacteria,p:Cyanobacteria,c:Cyanobacteriia,o:Pseudanabaenales,f:Pseudanabaenaceae,g:Pseudanabaena_PCC-7429,s:AsCoM_s_40,"
FLASV165.1309,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,AsCoM_g_165,AsCoM_s_165,"d:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Rhizobiales,f:Xanthobacteraceae,g:AsCoM_g_165,s:AsCoM_s_165,"
FLASV166.1312,Bacteria,Cyanobacteria,Cyanobacteriia,RD017,AsCoM_f_5,AsCoM_g_166,AsCoM_s_166,"d:Bacteria,p:Cyanobacteria,c:Cyanobacteriia,o:RD017,f:AsCoM_f_5,g:AsCoM_g_166,s:AsCoM_s_166,"
FLASV167.1380,Bacteria,Acidobacteriota,Blastocatellia,Pyrinomonadales,Pyrinomonadaceae,RB41,AsCoM_s_123,"d:Bacteria,p:Acidobacteriota,c:Blastocatellia,o:Pyrinomonadales,f:Pyrinomonadaceae,g:RB41,s:AsCoM_s_123,"
FLASV168.1366,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Lysobacter,Lysobacter_ginsengisoli,"d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Xanthomonadales,f:Xanthomonadaceae,g:Lysobacter,s:Lysobacter_ginsengisoli,"
FLASV169.1304,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium,AsCoM_s_169,"d:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Sphingomonadales,f:Sphingomonadaceae,g:Novosphingobium,s:AsCoM_s_169,"
FLASV170.1310,Bacteria,Cyanobacteria,Cyanobacteriia,Cyanobacteriales,Nostocaceae,Nostoc_PCC-7107,AsCoM_s_170,"d:Bacteria,p:Cyanobacteria,c:Cyanobacteriia,o:Cyanobacteriales,f:Nostocaceae,g:Nostoc_PCC-7107,s:AsCoM_s_170,"
FLASV171.1314,Bacteria,Cyanobacteria,Cyanobacteriia,Leptolyngbyales,Leptolyngbyaceae,Phormidesmis_ANT.L52.6,AsCoM_s_171,"d:Bacteria,p:Cyanobacteria,c:Cyanobacteriia,o:Leptolyngbyales,f:Leptolyngbyaceae,g:Phormidesmis_ANT.L52.6,s:AsCoM_s_171,"
FLASV172.1344,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,AsCoM_s_78,"d:Bacteria,p:Bacteroidota,c:Bacteroidia,o:Flavobacteriales,f:Flavobacteriaceae,g:Flavobacterium,s:AsCoM_s_78,"
FLASV173.1342,Bacteria,Acidobacteriota,Blastocatellia,Blastocatellales,Blastocatellaceae,AsCoM_g_173,AsCoM_s_173,"d:Bacteria,p:Acidobacteriota,c:Blastocatellia,o:Blastocatellales,f:Blastocatellaceae,g:AsCoM_g_173,s:AsCoM_s_173,"
FLASV174.1375,Bacteria,Proteobacteria,Gammaproteobacteria,PLTA13,AsCoM_f_174,AsCoM_g_174,AsCoM_s_174,"d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:PLTA13,f:AsCoM_f_174,g:AsCoM_g_174,s:AsCoM_s_174,"
FLASV175.1318,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,Chlorella_sorokiniana,AsCoM_g_175,AsCoM_s_175,"d:Bacteria,p:Cyanobacteria,c:Cyanobacteriia,o:Chloroplast,f:Chlorella_sorokiniana,g:AsCoM_g_175,s:AsCoM_s_175,"
FLASV176.1356,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Polaromonas,Polaromonas_jejuensis,"d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Burkholderiales,f:Comamonadaceae,g:Polaromonas,s:Polaromonas_jejuensis,"
FLASV177.1379,Bacteria,Acidobacteriota,Blastocatellia,Pyrinomonadales,Pyrinomonadaceae,RB41,AsCoM_s_45,"d:Bacteria,p:Acidobacteriota,c:Blastocatellia,o:Pyrinomonadales,f:Pyrinomonadaceae,g:RB41,s:AsCoM_s_45,"
FLASV178.1341,Bacteria,Acidobacteriota,Blastocatellia,Blastocatellales,Blastocatellaceae,Stenotrophobacter,AsCoM_s_178,"d:Bacteria,p:Acidobacteriota,c:Blastocatellia,o:Blastocatellales,f:Blastocatellaceae,g:Stenotrophobacter,s:AsCoM_s_178,"
FLASV179.1313,Bacteria,Chloroflexi,Dehalococcoidia,S085,AsCoM_f_179,AsCoM_g_179,AsCoM_s_179,"d:Bacteria,p:Chloroflexi,c:Dehalococcoidia,o:S085,f:AsCoM_f_179,g:AsCoM_g_179,s:AsCoM_s_179,"
FLASV180.1377,Bacteria,Latescibacterota,AsCoM_c_180,AsCoM_o_180,AsCoM_f_180,AsCoM_g_180,AsCoM_s_180,"d:Bacteria,p:Latescibacterota,c:AsCoM_c_180,o:AsCoM_o_180,f:AsCoM_f_180,g:AsCoM_g_180,s:AsCoM_s_180,"
FLASV181.1349,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Taibaiella,AsCoM_s_181,"d:Bacteria,p:Bacteroidota,c:Bacteroidia,o:Chitinophagales,f:Chitinophagaceae,g:Taibaiella,s:AsCoM_s_181,"
FLASV182.1352,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter,AsCoM_s_90,"d:Bacteria,p:Bacteroidota,c:Bacteroidia,o:Sphingobacteriales,f:Sphingobacteriaceae,g:Pedobacter,s:AsCoM_s_90,"
FLASV183.1361,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,AsCoM_g_183,AsCoM_s_183,"d:Bacteria,p:Bacteroidota,c:Bacteroidia,o:Chitinophagales,f:Chitinophagaceae,g:AsCoM_g_183,s:AsCoM_s_183,"
FLASV184.1306,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Mesorhizobium,AsCoM_s_81,"d:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Rhizobiales,f:Rhizobiaceae,g:Mesorhizobium,s:AsCoM_s_81,"
